trope	description	trope_url
Once Acceptable Targets	Historically Acceptable Targets that...aren't so much so by today's standards.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OnceAcceptableTargets
Once A Season	Something in a series that happens at least once every season.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OnceASeason
Once Done Never Forgotten	A character will be constantly reminded of something they did that they'd rather forget.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OnceDoneNeverForgotten
Once For Yes Twice For No	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OnceForYesTwiceForNo
Once Green Mars	"""Life on Mars"" was a thing. Now it isn't."	http://tvtropes.org/pmwiki/pmwiki.php/Main/OnceGreenMars
Once Is Not Enough	The hero KO's the villain, then chooses to flee instead of finishing him off.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OnceIsNotEnough
Once Killed A Man With A Noodle Implement	Someone is killed with a weapon that's rather unusual or unconventional.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OnceKilledAManWithANoodleImplement
Once More With Clarity	We see the same scene... but flipped on its head with new backstory and context.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OnceMoreWithClarity
Once More With Volume	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OnceMoreWithVolume
Once Per Episode	Something that happens in just about every episode.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OncePerEpisode
Once Upon A Time	For the stock phrase: The standard opening to classic stories.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OnceUponATime
Ondo	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/Ondo
One Bad Mother	"""Mother"" is a common villain name."	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneBadMother
One Book Author	A creator who has released one work, and almost nothing else.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneBookAuthor
One Born Every Minute	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneBornEveryMinute
One Bullet At A Time	If too many of something are on the screen, another won't appear. Even if it's bullets from your gun.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneBulletAtATime
One Bullet Clips	Magazines and clips aren't counted separately in a video game's ammo pool; only the rounds themselves do.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneBulletClips
One Bullet Left	That last bullet will always hit its target.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneBulletLeft
One Case At A Time	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneCaseAtATime
One Character Multiple Lives	A character is living multiple lives at the same time by alternating between them.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneCharacterMultipleLives
One Crazy Night	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneCrazyNight
One Curse Limit	Once you've been cursed, you can't be affected by another curse.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneCurseLimit
One Degree Of Separation	Every character is tangentially connected to almost every other character.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneDegreeOfSeparation
One Dialogue Two Conversations	A conversation where everyone is talking about something different.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneDialogueTwoConversations
One Dimensional Thinking	When confronted by a danger from one direction, no one ever thinks to evade it by moving to the side.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneDimensionalThinking
One Dose Fits All	A single drug affects different people in exactly the same way, despite differences in size, body mass, constitution etc.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneDoseFitsAll
One Drink Will Kill The Baby	Pregnant women shouldn't drink alcohol.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneDrinkWillKillTheBaby
One Drop Rule	Character faces bigotry due to an ancestor's race/ethnicity.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneDropRule
One Episode Fear	A character is afraid of something but only for one episode.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneEpisodeFear
One Episode Wonder	Shows that only last one episode.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneEpisodeWonder
Onee Sama	A graceful, doting and highly respected older sister (or figure). Derives from the honorific Japanese term.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneeSama
One Extra Member	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneExtraMember
One Eyed Shot	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneEyedShot
One Federation Limit	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneFederationLimit
One For The Money One For The Art	"A creator does Project ""A"" to get the money and creative freedom to do Project ""B""."	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneForTheMoneyOneForTheArt
One Game For The Price Of Two	The game being split into two or more versions. And you need all these games to get all the secrets.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneGameForThePriceOfTwo
One Gender Race	All male/female species.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneGenderRace
One Gender School	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneGenderSchool
One Handed Shotgun Pump	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneHandedShotgunPump
One Handed Zweihander	If someone can effectively one-hand a weapon that's clearly designed to be used with two hands, they must be pretty impressive!	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneHandedZweihander
One Head Taller	Common height difference between fictional couples.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneHeadTaller
One Hero Hold The Weaksauce	The hero gets all the good powers without any of their drawbacks.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneHeroHoldTheWeaksauce
One Hit Kill	Immediate death/defeat with a single action.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneHitKill
One Hit Point Wonder	Character that dies in one hit.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneHitPointWonder
One Hit Polykill	Bullet goes through the guy...and the guy behind him...and just keeps going.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneHitPolykill
One Hit Wonder	An artist only known for one major success.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneHitWonder
One Hour Work Week	A character supposedly has a full-time job. We rarely ever see them actually go to it.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneHourWorkWeek
One I Prepared Earlier	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneIPreparedEarlier
One Judge To Rule Them All	This guy has the only vote that counts.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneJudgeToRuleThemAll
One Last Field Trip	When a group of characters come of age or are about to come of age, they go back to somewhere important to them (or perform a childhood ritual) for the last time.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneLastFieldTrip
One Last Fling	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneLastFling
One Last Job	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneLastJob
One Last Smoke	It's your last dance, so you might as well enjoy tobacco one last time.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneLastSmoke
One Last Song	The last song you hear before you finally pass on.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneLastSong
One Letter Name	Character's name is a single letter.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneLetterName
One Letter Title	Titles comprised of only one letter.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneLetterTitle
One Line Anxiety	Character makes a big deal out of an extremely minor role in an in-series production.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneLineAnxiety
One Liner Echo	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneLinerEcho
One Liner Name One Liner	Saying the same thing twice for emphasis, reader... saying the same thing twice for emphasis.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneLinerNameOneLiner
One Man Army	One warrior with the strength of many.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneManArmy
One Man Band	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneManBand
One Man Industrial Revolution	Most of the technology used in a setting was invented by one person.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneManIndustrialRevolution
One Man Party	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneManParty
One Man Song	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneManSong
One Mario Limit	A character has become popular to a point that their name alludes only to them, and isn't really used anymore outside of shout-outs.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneMarioLimit
One Million BC	The time of cavemen and dinosaurs.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneMillionBC
One Myth To Explain Them All	One legend is responsible for all the others.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneMythToExplainThemAll
One Nation Under Copyright	Mega-Corp runs the government, too.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneNationUnderCopyright
One Night Stand Pregnancy	A one-night stand leads to an unplanned pregnancy.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneNightStandPregnancy
One Normal Night	A normally eccentric family is asked to tone it down to make a good first impression.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneNormalNight
One Note Cook	Master at one specific dish, disaster at almost all other dishes.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneNoteCook
One Of Our Own	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneOfOurOwn
One Of The Boys	A female character hangs out with male characters.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneOfTheBoys
One Of The Girls	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneOfTheGirls
One Of The Kids	An immature adult who spends most of their time with children.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneOfTheKids
One Of These Doors Is Not Like The Other	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneOfTheseDoorsIsNotLikeTheOther
One Paragraph Chapter	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneParagraphChapter
One Password Attempt Ever	An attempt at maximum security by giving the user only one attempt to pass the security features before locking them out, deleting the protected data, etc.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OnePasswordAttemptEver
One Person Birthday Party	No one is attending the character's birthday party.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OnePersonBirthdayParty
One Person One Power	In a fictional setting, individuals are limited to only one ability unique to them.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OnePersonOnePower
One Phone Call	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OnePhoneCall
One Product Planet	A Planet of Hats where the hat is making hats (or something else).	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneProductPlanet
One Riot One Ranger	A One-Man Army is sent in instead of a proper military/police force.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneRiotOneRanger
One Scene Two Monologues	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneSceneTwoMonologues
One Scene Wonder	A minor character's sole scene is also one of the most memorable.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneSceneWonder
One Season Athlete	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneSeasonAthlete
One Shot Character	This character is seen once and never again.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneShotCharacter
Oneshot Revisionism	A Canon Handwave which is ignored in future installations of a series.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneshotRevisionism
One Sided Arm Wrestling	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneSidedArmWrestling
One Side Of The Story	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneSideOfTheStory
One Size Fits All	Anyone can wear this gear.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneSizeFitsAll
One Song Bard	A professional singer only ever performs one song in the scope of the story.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneSongBard
One Stat To Rule Them All	Stat with a disportionately high rate of usefulness compared to the other stats.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneStatToRuleThemAll
One Steve Limit	Having two or more characters bear the same name in the same story is usually not recommended.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneSteveLimit
One Super One Powerset	Status Quo Is God applied to a character's abilities.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneSuperOnePowerset
One Take Wonder	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneTakeWonder
One Thing Led To Another	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneThingLedToAnother
One Time Dungeon	A level that can only be accessed once, in a game where the other levels can be accessed as many times as you want.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneTimeDungeon
One To Million To One	A single being is able to split themselves into several others and then come back again.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneToMillionToOne
One Track Minded Artist	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneTrackMindedArtist
One Track Minded Hunger	A character who is constantly searching for and will do anything for food, to the point where it dictates their life.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneTrackMindedHunger
One Tract Mind	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneTractMind
One True Faith	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneTrueFaith
One True Love	The love of your life who you were destined to spend eternity with.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneTrueLove
One True Pairing	A group of fans' preferred ship.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneTruePairing
One True Sequence	The protagonist and the antagonist always find the MacGuffin at the same time.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneTrueSequence
One True Threesome	Fans shipping 3 characters together in a triadic couple.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneTrueThreesome
One Twin Must Die	Elders of the clan, less often the parents themselves, want to kill one of the born twins to avoid a certain curse.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneTwinMustDie
One Two Punchline	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneTwoPunchline
One Two Skip A Few	When counting, you unintentionally skip some numbers.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneTwoSkipAFew
One Two Three Four Go	"Wordplay involving how the English word ""go"" is a homophone for the Japanese word for ""five""."	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneTwoThreeFourGo
One Up	Grab this item for another chance if you fail in a Video Game.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneUp
One Way Trip	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneWayTrip
One Way Visor	A mask or visor that completely conceals the wearer's eyes.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneWayVisor
One We Prepared Earlier	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneWePreparedEarlier
One Wheeled Wonder	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneWheeledWonder
One Winged Angel	The Big Bad takes on a new form or unleashes the real form when the chips are down.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneWingedAngel
One Woman Song	A song that's named after a woman.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneWomanSong
One Woman Wail	Ethereal, haunting, wordless singing by one woman.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneWomanWail
One Word Title	Works of fiction with titles consisting of only one word.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneWordTitle
One Word Vocabulary	A character can only say one word.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneWordVocabulary
One World Order	A species / planet answers to a single government.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OneWorldOrder
Oni	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/Oni
On Ice	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OnIce
Onion Tears	Peeling onions in fiction makes you cry a lot.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OnionTears
Online Alias	An identity a person creates and uses on the Internet.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OnlineAlias
Online Edit	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OnlineEdit
Only A Flesh Wound	A character is unrealistically functional after being severely injured.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OnlyAFleshWound
Only A Lighter	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OnlyALighter
Only A Model	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OnlyAModel
Only Bad Guys Call Their Lawyers	The suspect who called his lawyer is a bad guy.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OnlyBadGuysCallTheirLawyers
Only Barely Renewed	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OnlyBarelyRenewed
Only Child Syndrome	All characters are shown and/or assumed to be only children unless something in the plot says otherwise.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OnlyChildSyndrome
Only Electric Sheep Are Cheap	We cannot afford natural goods in the future.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OnlyElectricSheepAreCheap
Only Fatal To Adults	Something only kills adults.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OnlyFatalToAdults
Only Flesh Is Safe	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OnlyFleshIsSafe
Only Friend	A character has only one friend.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OnlyFriend
Only Good People May Pass	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/OnlyGoodPeopleMayPass
Only Has Same Sex Admirers	A character who is hit on by people of the same gender, and never by the opposite gender.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OnlyHasSameSexAdmirers
Only I Can Kill Him	Only The Hero can defeat the Big Bad — anyone else who tries will fail.	http://tvtropes.org/pmwiki/pmwiki.php/Main/OnlyICanKillHim
