character_id	description	description_english
1281	"所属：白鳥夢キャラの会

白鳥町の銚子ヶ峰で生まれた白い鳥。鷲とぶつかって舞い落ちたところを助けてくれた、皆さんに恩返しするため、ゆるキャラ「しろろん」となって、白鳥町のいいところや美味しいものを紹介します。"	"Club: Yume Shiratori

A white bird born in Choshigamine, Shirocho. In order to give back to everyone who helped me when I hit an eagle and fell down, I will introduce Yuru Chara's ""Shiroron"" and the good things and delicious things of Shirocho."
2708	"所属：大阪府鰮巾着網漁業協同組合

だんじりの町、岸和田生まれの岸和田育ち。手には巾着袋をさげ、水兵帽に長靴をはいている。巾着袋の中身は謎。「茅渟の海（ちぬのうみ）」をこよなく愛し、大阪府鰮巾着網漁業協同組合の宣伝部長を名乗っている。"	"Affiliation: Osaka Prefecture Purse purse seine fishery cooperative

Kishiwada was born in Kishiwada, a town of Danjiri. He has a drawstring bag in his hand and a sailor cap with boots. The contents of the drawstring bag are a mystery. He loves the sea of ""Chinu no Umi"" and claims to be the propaganda director of the Osaka Prefectural Fin purse seine fishery cooperative."
2690	"所属：社会福祉法人　古河市社会福祉協議会

　古河市の花「ハナモモ」を髪飾りに付けた、福祉の妖精です。洋服の袖はハート型になっており「やさしさ」「福祉」を表現し、両手を広げた姿は「支え合い」をイメージしています。体を動かす事が大好きで、誰とでも仲良くすることが出来ます。"	"Affiliation: Social Welfare Corporation Furukawa City Council of Social Welfare

A welfare fairy with a flower ""Hanamomo"" from Furukawa City attached to her hair ornament. The sleeves of the clothes are heart-shaped, expressing ""kindness"" and ""welfare"", and the figure with both hands open is ""supporting"". I love to move and can get along with anyone."
2287	"所属：大阪市西淀川区役所

「に～よん」は区の花、さざんかのかわいい妖精です。いろんなイベントに参加して、かわいい笑顔をふりまく「に～よん」。その笑顔は、老若男女を問わず、たくさんの人の心に笑顔の花を咲かせてくれます。"	"Affiliation: Nishiyodogawa Ward Office, Osaka City

""Ni-yon"" is a cute fairy of the ward flower, Sazan. Participating in various events and making a cute smile ""Ni-yon"". The smile makes smiles bloom on the hearts of many people regardless of age or sex."
2969	"所属：名張地区まちづくり協議会

観阿弥創座にちなみ能面顔、頭は細い路地「ひやわい」を。首のペンダントは、名張の組み紐に名張忍者の非常食「かたやき」背中のマントは、名張の推理小説家の「怪人２０面相」より。尻尾は名張川の清流。"	"Affiliation: Nabari District Town Development Council

Named after Nozomi Kanami, the face is a narrow alley called ""Hiyawai"". The neck pendant is a Nabari braid and the Nabari Ninja emergency food ""Katayaki"". The cloak on the back is from Nabari's detective novel ""Phantom 20 Face"". The tail is the clear stream of the Nabari River."
1888	"所属：清須市

私は清須に流れる3つの川の妖精だよ。普段はみんなに見えないけれど、桜や新緑が川に映える頃や、お祭りや花火で川辺が賑やかになると、ついみんなの前に姿を現しちゃうんだ。私を見つけたら、願い事が叶うかもよ。"	"Affiliation: Kiyosu City

I am a fairy of the three rivers that flow in Kiyosu. It's usually not visible to everyone, but when cherry blossoms and fresh greenery shine on the river, or when the riverside is crowded with festivals and fireworks, they'll just show up in front of everyone. If you find me, your wish may come true."
2918	"所属：無果汁Juicys

たまたま～！玉川大学からやってきた玉川の丘の妖精｢たまよ｣たま～！スラリと伸びる足が魅力！たまよの丘の中には夢と希望がつまってるたま！みんなの笑顔のために今日もがんばるたま！"	"Department: Juices

By chance! Tamagawa Hill fairy ""Tamayo"" Tama, who came from Tamagawa University! The legs that grow with the slurry are attractive! There are dreams and hopes in the Tamayo Hill! I will do my best today to make everyone smile!"
2268	"所属：株式会社　丸三

出雲の國からエントリーご縁と幸せを運ぶ「はぴまる」だよ！いつもは幼稚園や保育園のみんなと楽しく遊んだり交通安全運動に参加しているよ今年もあたたかい応援にだんだん♪"	"Affiliation: Maruzan Co., Ltd.

It is ""Hapimaru"" that brings happiness and happiness from the country of Izumo! I usually play happily with everyone in kindergartens and kindergartens and participate in traffic safety campaigns."
2722	"所属：株式会社アトレ　アトレ亀戸

2014年に誕生したアトレ亀戸公式キャラクター「カメレちゃん」だよ！「おもてなし担当」でイベントに登場！亀戸の街を盛りあげるよ♪毎月第２土曜日は「カメレちゃん握手会」を開催中！会いにきてね～☆彡"	"Affiliation: Atre Co., Ltd. Atre Kameido

Atre Kameido official character ""Camere-chan"" was born in 2014! Appeared at the event as ""Hospitality""! We will liven up the town of Kameido ♪ ""Camele handshake event"" is being held every second Saturday of every month! Come see me~☆彡"
2925	"所属：千葉県　多古町

多古町で生まれ育ち、米づくり農家の夫と子どもがいる新米かあさん。みんなに愛されるお米の妖精です。ここだけの話、実は空を飛べるらしいが飛んでいるところを誰も見たことがない。"	"Affiliation: Tako Town, Chiba Prefecture

Born and raised in Tako-cho, Ms. Shinmai, who has a husband and a child who grow rice. A rice fairy loved by everyone. Only here, it seems that it can fly in the sky, but nobody has seen it flying."
2576	"所属：浜松スポーツジャグリングサークル　じゃぐなぎ

静岡県浜松市のジャグリングをスポーツとして楽しもうという浜松スポーツジャグリングサークル「じゃぐなぎ」の名誉代表。大道芸のフェスティバルなどで活躍中。全国をまわってジャグリングをお披露目しています。"	"Affiliation: Hamamatsu Sports Juggling Circle Jagunagi

Honorary representative of the ""Jagu Nagi"" Hamamatsu Sports Juggling Circle, which aims to enjoy juggling in Hamamatsu City, Shizuoka Prefecture as a sport. Active in street performance festivals. We are showing juggling all over the country."
1457	"所属：芥見東・南地区コミュニティバス等運営協議会

地域を走るコミュニティバスのキャラクターをゆるキャラにしました。♪まあるいお顔にパッチリおめめきずなで生まれたみどりっこみどりのそよ風吹く町でにっこり笑顔で手をふって・・・　みどりっこちゃんの歌です。"	"Affiliation: Akutomi East/South Area Community Bus Management Council

The character of the community bus running in the area has been changed to a loose character. ♪Midorikko who was born on a nice face with a smooth mellowness, a gentle breeze in the green blowing town, waving her hand with a smile... It's Midorikko's song."
2951	"所属：広島県薬剤師会

薬剤師になりたてじゃけど、患者さんの話をきちんと聞いて、困っている人がいるとまっしぐらに駆けつけるよ。ぼくの角はカプセル、しっぽは錠剤なんよ。薬のことは何でも聞きんサイ！早く元気になりんサイ！"	"Affiliation: Hiroshima Pharmaceutical Association

Even if I'm a pharmacist, I listen to the patient's story properly, and when there is a person in need, I run straight to it. My horns are capsules and my tails are tablets. Don't ask me anything about medicine! I can't get well soon!"
1857	"所属：岩手県空港ターミナルビル株式会社

６回目の出場！いわて花巻空港のはなとＨａｐｐｙで【はなっぴー】です。ピンク色の飛行機型の帽子、白い雲、赤い花、全部私のチャームポイント♪飛行機が大好き。色々な所を飛びまわり、空港ＰＲがんばってるっぴ♪"	"Affiliation: Iwate Airport Terminal Building Co., Ltd.

Sixth appearance! Iwate Hanamaki Airport's Hanappy and Happy. Pink airplane hat, white clouds, red flowers, all my charm points♪ I love airplanes. I fly around various places and do my best at airport PR♪"
